episode_reward_max,agent_timesteps_total,training_iteration,episode_reward_min,episodes_total,episode_reward_mean,timestamp,checkpoint_dir_name,should_checkpoint,done,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/pol_p1/num_agent_steps_trained,info/learner/pol_p1/num_grad_updates_lifetime,info/learner/pol_p1/diff_num_grad_updates_vs_sampler_policy,info/learner/pol_p0/num_agent_steps_trained,info/learner/pol_p0/num_grad_updates_lifetime,info/learner/pol_p0/diff_num_grad_updates_vs_sampler_policy,info/learner/pol_p1/learner_stats/cur_kl_coeff,info/learner/pol_p1/learner_stats/cur_lr,info/learner/pol_p1/learner_stats/total_loss,info/learner/pol_p1/learner_stats/policy_loss,info/learner/pol_p1/learner_stats/vf_loss,info/learner/pol_p1/learner_stats/vf_explained_var,info/learner/pol_p1/learner_stats/kl,info/learner/pol_p1/learner_stats/entropy,info/learner/pol_p1/learner_stats/entropy_coeff,info/learner/pol_p0/learner_stats/cur_kl_coeff,info/learner/pol_p0/learner_stats/cur_lr,info/learner/pol_p0/learner_stats/total_loss,info/learner/pol_p0/learner_stats/policy_loss,info/learner/pol_p0/learner_stats/vf_loss,info/learner/pol_p0/learner_stats/vf_explained_var,info/learner/pol_p0/learner_stats/kl,info/learner/pol_p0/learner_stats/entropy,info/learner/pol_p0/learner_stats/entropy_coeff
1.0,14000,14,0.0,72,0.1875,1733939597,,,False,b0ad8_00000,2024-12-11_17-53-17,2.3273751735687256,43.182337522506714,35532,LAPTOP-B1AMSLFS,127.0.0.1,43.182337522506714,14,7000,7000,14000,14000,3.266666666666667,52.6,125.0,5400.5,199.5,125.0,5400.5,199.5,1.0125000476837158,0.0003000000142492354,-0.056245327,-0.07888489,0.0013506341,0.8523753,0.021026103,1.4549731,0.0,1.0125000476837158,0.0003000000142492354,-0.057342548,-0.0743569,0.0020545695,0.88247526,0.014775097,1.6023525,0.0
1.0,15000,15,0.0,77,0.18181818181818182,1733939600,,,False,b0ad8_00000,2024-12-11_17-53-20,3.244086742401123,46.42642426490784,35532,LAPTOP-B1AMSLFS,127.0.0.1,46.42642426490784,15,7500,7500,15000,15000,6.6,53.260000000000005,125.0,5800.5,199.5,125.0,5800.5,199.5,1.5187499523162842,0.0003000000142492354,-0.054766968,-0.07331367,0.0007656576,0.60367924,0.01170768,1.4863626,0.0,1.0125000476837158,0.0003000000142492354,-0.06536744,-0.08212247,0.0005164129,-0.25811046,0.016038144,1.5583154,0.0
1.0,16000,16,0.0,82,0.17073170731707318,1733939602,,,False,b0ad8_00000,2024-12-11_17-53-22,2.5784707069396973,49.004894971847534,35532,LAPTOP-B1AMSLFS,127.0.0.1,49.004894971847534,16,8000,8000,16000,16000,3.9333333333333336,53.86666666666667,125.0,6200.5,199.5,125.0,6200.5,199.5,1.5187499523162842,0.0003000000142492354,-0.055595092,-0.07052277,0.0004421747,0.9279578,0.009537783,1.5083766,0.0,1.0125000476837158,0.0003000000142492354,-0.06258154,-0.08229865,0.0005181503,0.9124219,0.018961942,1.5526706,0.0
1.0,17000,17,0.0,87,0.1724137931034483,1733939605,,,False,b0ad8_00000,2024-12-11_17-53-25,2.388213634490967,51.3931086063385,35532,LAPTOP-B1AMSLFS,127.0.0.1,51.3931086063385,17,8500,8500,17000,17000,3.35,53.8,125.0,6600.5,199.5,125.0,6600.5,199.5,1.5187499523162842,0.0003000000142492354,-0.055968076,-0.073944,0.00058433384,0.922,0.011451256,1.5113684,0.0,1.0125000476837158,0.0003000000142492354,-0.058836512,-0.071675666,0.00023309686,0.8901102,0.012450421,1.5964394,0.0
1.0,18000,18,0.0,92,0.16847826086956522,1733939607,,,False,b0ad8_00000,2024-12-11_17-53-27,2.58677339553833,53.97988200187683,35532,LAPTOP-B1AMSLFS,127.0.0.1,53.97988200187683,18,9000,9000,18000,18000,5.333333333333333,53.53333333333333,125.0,7000.5,199.5,125.0,7000.5,199.5,1.5187499523162842,0.0003000000142492354,-0.04466086,-0.057286758,0.00019627981,0.4998789,0.00818411,1.4072913,0.0,1.0125000476837158,0.0003000000142492354,-0.055041995,-0.07326337,0.00013153936,0.4389533,0.017866498,1.5048404,0.0
1.0,19000,19,0.0,97,0.16494845360824742,1733939610,,,False,b0ad8_00000,2024-12-11_17-53-30,2.499778985977173,56.479660987854004,35532,LAPTOP-B1AMSLFS,127.0.0.1,56.479660987854004,19,9500,9500,19000,19000,4.85,53.0,125.0,7400.5,199.5,125.0,7400.5,199.5,1.5187499523162842,0.0003000000142492354,-0.052918125,-0.06548612,0.00032129546,0.8861128,0.0080636665,1.4654754,0.0,1.0125000476837158,0.0003000000142492354,-0.05400155,-0.06637387,0.00032027997,0.7557796,0.011903255,1.5476625,0.0
1.0,20000,20,0.0,102,0.155,1733939612,,,False,b0ad8_00000,2024-12-11_17-53-32,2.4258034229278564,58.90546441078186,35532,LAPTOP-B1AMSLFS,127.0.0.1,58.90546441078186,20,10000,10000,20000,20000,4.8999999999999995,53.0,125.0,7800.5,199.5,125.0,7800.5,199.5,1.5187499523162842,0.0003000000142492354,-0.044957515,-0.06433757,0.0029397092,0.71119195,0.010824919,1.3920959,0.0,1.0125000476837158,0.0003000000142492354,-0.064761065,-0.08148749,0.0005150289,0.7221772,0.016011259,1.5331409,0.0
1.0,21000,21,0.0,107,0.145,1733939615,,,False,b0ad8_00000,2024-12-11_17-53-35,2.401855945587158,61.30732035636902,35532,LAPTOP-B1AMSLFS,127.0.0.1,61.30732035636902,21,10500,10500,21000,21000,3.975,53.0,125.0,8200.5,199.5,125.0,8200.5,199.5,1.5187499523162842,0.0003000000142492354,-0.039578184,-0.054072715,0.0007294005,0.834416,0.009063456,1.4130614,0.0,1.0125000476837158,0.0003000000142492354,-0.053462595,-0.06765206,0.0010406206,0.85831636,0.012986512,1.5103314,0.0
1.0,22000,22,0.0,112,0.145,1733939617,,,False,b0ad8_00000,2024-12-11_17-53-37,2.5696537494659424,63.87697410583496,35532,LAPTOP-B1AMSLFS,127.0.0.1,63.87697410583496,22,11000,11000,22000,22000,4.966666666666667,53.0,125.0,8600.5,199.5,125.0,8600.5,199.5,1.5187499523162842,0.0003000000142492354,-0.058333665,-0.07731248,0.00077153125,0.9032184,0.011988337,1.3556064,0.0,1.0125000476837158,0.0003000000142492354,-0.06525141,-0.08036596,0.0008848279,0.8849406,0.0140540525,1.5456827,0.0
1.0,23000,23,0.0,117,0.145,1733939620,,,False,b0ad8_00000,2024-12-11_17-53-40,2.40765118598938,66.28462529182434,35532,LAPTOP-B1AMSLFS,127.0.0.1,66.28462529182434,23,11500,11500,23000,23000,3.433333333333333,53.0,125.0,9000.5,199.5,125.0,9000.5,199.5,1.5187499523162842,0.0003000000142492354,-0.04818276,-0.06300769,0.0005224312,0.9308893,0.009417286,1.356108,0.0,1.0125000476837158,0.0003000000142492354,-0.05116641,-0.061587885,0.00039281213,0.92413974,0.009904854,1.2763481,0.0
1.0,24000,24,0.0,122,0.14,1733939622,,,False,b0ad8_00000,2024-12-11_17-53-42,2.2881524562835693,68.57277774810791,35532,LAPTOP-B1AMSLFS,127.0.0.1,68.57277774810791,24,12000,12000,24000,24000,3.55,53.0,125.0,9400.5,199.5,125.0,9400.5,199.5,1.5187499523162842,0.0003000000142492354,-0.048410464,-0.07006748,0.00032540088,0.71891546,0.01404551,1.4232715,0.0,1.0125000476837158,0.0003000000142492354,-0.062434893,-0.08842155,0.00063280255,0.8592824,0.02504084,1.444871,0.0
1.0,25000,25,0.0,127,0.15,1733939625,,,False,b0ad8_00000,2024-12-11_17-53-45,2.5824577808380127,71.15523552894592,35532,LAPTOP-B1AMSLFS,127.0.0.1,71.15523552894592,25,12500,12500,25000,25000,5.466666666666666,53.333333333333336,125.0,9800.5,199.5,125.0,9800.5,199.5,1.5187499523162842,0.0003000000142492354,-0.05365738,-0.068570286,0.0007110817,0.84232324,0.009351001,1.3939447,0.0,1.5187499523162842,0.0003000000142492354,-0.043777887,-0.055484295,0.0014588881,0.7556332,0.00674734,1.3760033,0.0
1.0,26000,26,0.0,132,0.15,1733939627,,,False,b0ad8_00000,2024-12-11_17-53-47,2.615053415298462,73.77028894424438,35532,LAPTOP-B1AMSLFS,127.0.0.1,73.77028894424438,26,13000,13000,26000,26000,5.15,53.75000000000001,125.0,10200.5,199.5,125.0,10200.5,199.5,1.5187499523162842,0.0003000000142492354,-0.044627868,-0.062715255,0.00032447965,0.9459296,0.011695738,1.3828309,0.0,1.5187499523162842,0.0003000000142492354,-0.062068596,-0.084326744,0.0010426,0.82904935,0.013969082,1.4507376,0.0
1.0,27000,27,0.0,137,0.16,1733939630,,,False,b0ad8_00000,2024-12-11_17-53-50,3.0490610599517822,76.81935000419617,35532,LAPTOP-B1AMSLFS,127.0.0.1,76.81935000419617,27,13500,13500,27000,27000,8.525,54.074999999999996,125.0,10600.5,199.5,125.0,10600.5,199.5,1.5187499523162842,0.0003000000142492354,-0.05049823,-0.0656576,0.0007889044,0.84149396,0.009462038,1.3962381,0.0,1.5187499523162842,0.0003000000142492354,-0.039063253,-0.061219595,0.002900691,0.7919876,0.01267862,1.436408,0.0
1.0,28000,28,0.0,143,0.175,1733939633,,,False,b0ad8_00000,2024-12-11_17-53-53,2.472478151321411,79.29182815551758,35532,LAPTOP-B1AMSLFS,127.0.0.1,79.29182815551758,28,14000,14000,28000,28000,4.475,54.075,125.0,11000.5,199.5,125.0,11000.5,199.5,1.5187499523162842,0.0003000000142492354,-0.05616871,-0.071076825,0.000692686,0.9357333,0.00935995,1.268369,0.0,1.5187499523162842,0.0003000000142492354,-0.039125707,-0.052734207,0.0023030834,0.8403148,0.007443899,1.2896833,0.0
1.0,29000,29,0.0,148,0.17,1733939635,,,False,b0ad8_00000,2024-12-11_17-53-55,2.6550426483154297,81.94687080383301,35532,LAPTOP-B1AMSLFS,127.0.0.1,81.94687080383301,29,14500,14500,29000,29000,3.8666666666666667,54.03333333333333,125.0,11400.5,199.5,125.0,11400.5,199.5,1.5187499523162842,0.0003000000142492354,-0.048686936,-0.06609759,0.00047104462,0.2370908,0.011153648,1.3017215,0.0,1.5187499523162842,0.0003000000142492354,-0.038788006,-0.052218426,0.0010270743,0.80812025,0.008166818,1.3390493,0.0
1.0,30000,30,0.0,153,0.165,1733939638,,,False,b0ad8_00000,2024-12-11_17-53-58,2.6074883937835693,84.55435919761658,35532,LAPTOP-B1AMSLFS,127.0.0.1,84.55435919761658,30,15000,15000,30000,30000,5.525,54.1,125.0,11800.5,199.5,125.0,11800.5,199.5,1.5187499523162842,0.0003000000142492354,-0.05152936,-0.06833972,0.000102389015,0.5653209,0.011001136,1.2572441,0.0,1.5187499523162842,0.0003000000142492354,-0.046532728,-0.06254994,0.00021251512,-0.03335308,0.010406384,1.3778393,0.0
1.0,31000,31,0.0,158,0.165,1733939641,,,False,b0ad8_00000,2024-12-11_17-54-01,2.705965518951416,87.260324716568,35532,LAPTOP-B1AMSLFS,127.0.0.1,87.260324716568,31,15500,15500,31000,31000,4.050000000000001,54.1,125.0,12200.5,199.5,125.0,12200.5,199.5,1.5187499523162842,0.0003000000142492354,-0.03212288,-0.043062977,0.00048718823,0.8778371,0.0068825735,1.354534,0.0,1.5187499523162842,0.0003000000142492354,-0.026507124,-0.03833127,0.00039218846,0.83420694,0.0075272145,1.3478867,0.0
1.0,32000,32,0.0,163,0.175,1733939643,,,False,b0ad8_00000,2024-12-11_17-54-03,2.498103141784668,89.75842785835266,35532,LAPTOP-B1AMSLFS,127.0.0.1,89.75842785835266,32,16000,16000,32000,32000,3.6999999999999997,54.1,125.0,12600.5,199.5,125.0,12600.5,199.5,1.5187499523162842,0.0003000000142492354,-0.0469697,-0.06689239,0.0013085011,0.7167659,0.012256257,1.3319238,0.0,1.5187499523162842,0.0003000000142492354,-0.058146276,-0.070839554,0.00031356057,0.87586516,0.008151254,1.4136449,0.0
1.0,33000,33,0.0,168,0.155,1733939646,,,False,b0ad8_00000,2024-12-11_17-54-06,2.7223949432373047,92.48082280158997,35532,LAPTOP-B1AMSLFS,127.0.0.1,92.48082280158997,33,16500,16500,33000,33000,5.775,54.224999999999994,125.0,13000.5,199.5,125.0,13000.5,199.5,1.5187499523162842,0.0003000000142492354,-0.046956457,-0.062468182,0.00017759303,-0.23460354,0.010096545,1.2352612,0.0,1.5187499523162842,0.0003000000142492354,-0.04939927,-0.06497498,0.00016154141,0.5452234,0.010149248,1.1277208,0.0
1.0,34000,34,0.0,173,0.15,1733939648,,,False,b0ad8_00000,2024-12-11_17-54-08,2.457089424133301,94.93791222572327,35532,LAPTOP-B1AMSLFS,127.0.0.1,94.93791222572327,34,17000,17000,34000,34000,4.525,54.2,125.0,13400.5,199.5,125.0,13400.5,199.5,1.5187499523162842,0.0003000000142492354,-0.050003763,-0.0670764,5.380269e-05,0.72875535,0.011205817,1.2694981,0.0,1.5187499523162842,0.0003000000142492354,-0.040304825,-0.05501623,0.000107384774,0.66198814,0.009615818,1.3631326,0.0
1.0,35000,35,0.0,178,0.155,1733939651,,,False,b0ad8_00000,2024-12-11_17-54-11,2.369631052017212,97.30754327774048,35532,LAPTOP-B1AMSLFS,127.0.0.1,97.30754327774048,35,17500,17500,35000,35000,4.0,54.20000000000001,125.0,13800.5,199.5,125.0,13800.5,199.5,1.5187499523162842,0.0003000000142492354,-0.03970905,-0.05336131,0.000720412,0.9079065,0.008514795,1.1914992,0.0,1.5187499523162842,0.0003000000142492354,-0.0396402,-0.052903343,0.0010493725,0.76220614,0.008041992,1.3816229,0.0
1.0,36000,36,0.0,183,0.165,1733939653,,,False,b0ad8_00000,2024-12-11_17-54-13,2.4637742042541504,99.77131748199463,35532,LAPTOP-B1AMSLFS,127.0.0.1,99.77131748199463,36,18000,18000,36000,36000,3.2000000000000006,54.20000000000001,125.0,14200.5,199.5,125.0,14200.5,199.5,1.5187499523162842,0.0003000000142492354,-0.044603977,-0.059558082,0.0006227172,0.91623,0.0094363075,1.3167279,0.0,1.5187499523162842,0.0003000000142492354,-0.053314205,-0.07365332,0.0012804306,0.8823526,0.012548926,1.3243356,0.0
1.0,37000,37,0.0,188,0.17,1733939656,,,False,b0ad8_00000,2024-12-11_17-54-16,2.540994882583618,102.31231236457825,35532,LAPTOP-B1AMSLFS,127.0.0.1,102.31231236457825,37,18500,18500,37000,37000,4.525,54.2,125.0,14600.5,199.5,125.0,14600.5,199.5,1.5187499523162842,0.0003000000142492354,-0.038808323,-0.0519171,0.0006418848,0.91061646,0.008208652,1.3623979,0.0,1.5187499523162842,0.0003000000142492354,-0.043926574,-0.0662087,0.0011034168,0.88498145,0.013944834,1.309664,0.0
1.0,38000,38,0.0,193,0.175,1733939659,,,False,b0ad8_00000,2024-12-11_17-54-19,2.672701835632324,104.98501420021057,35532,LAPTOP-B1AMSLFS,127.0.0.1,104.98501420021057,38,19000,19000,38000,38000,4.525,54.349999999999994,125.0,15000.5,199.5,125.0,15000.5,199.5,1.5187499523162842,0.0003000000142492354,-0.05147376,-0.07408008,0.0006058238,0.9191657,0.01448592,1.290879,0.0,1.5187499523162842,0.0003000000142492354,-0.04998256,-0.072283685,0.00094085606,0.88613284,0.014064379,1.2922721,0.0
1.0,39000,39,0.0,198,0.18,1733939661,,,False,b0ad8_00000,2024-12-11_17-54-21,2.469898223876953,107.45491242408752,35532,LAPTOP-B1AMSLFS,127.0.0.1,107.45491242408752,39,19500,19500,39000,39000,4.066666666666666,54.5,125.0,15400.5,199.5,125.0,15400.5,199.5,1.5187499523162842,0.0003000000142492354,-0.044468693,-0.05672448,0.00039876983,0.935258,0.0078070927,1.2635019,0.0,1.5187499523162842,0.0003000000142492354,-0.04696455,-0.06571558,0.0010212405,0.8318606,0.0116739385,1.3283043,0.0
1.0,40000,40,0.0,203,0.18,1733939664,,,False,b0ad8_00000,2024-12-11_17-54-24,2.6503779888153076,110.10529041290283,35532,LAPTOP-B1AMSLFS,127.0.0.1,110.10529041290283,40,20000,20000,40000,40000,3.775,54.5,125.0,15800.5,199.5,125.0,15800.5,199.5,1.5187499523162842,0.0003000000142492354,-0.053004406,-0.07254242,0.00093407376,0.8397778,0.012249505,1.2168196,0.0,1.5187499523162842,0.0003000000142492354,-0.052005365,-0.07141444,0.0010466336,0.8559047,0.012090493,1.252166,0.0
1.0,41000,41,0.0,208,0.18,1733939666,,,False,b0ad8_00000,2024-12-11_17-54-26,2.6335721015930176,112.73886251449585,35532,LAPTOP-B1AMSLFS,127.0.0.1,112.73886251449585,41,20500,20500,41000,41000,5.075,54.5,125.0,16200.5,199.5,125.0,16200.5,199.5,1.5187499523162842,0.0003000000142492354,-0.04803417,-0.06683812,0.00069935346,0.91928023,0.011920721,1.2213683,0.0,1.5187499523162842,0.0003000000142492354,-0.040021267,-0.051156007,0.0013842476,0.87616897,0.006420076,1.2082313,0.0
1.0,42000,42,0.0,213,0.175,1733939669,,,False,b0ad8_00000,2024-12-11_17-54-29,2.495121717453003,115.23398423194885,35532,LAPTOP-B1AMSLFS,127.0.0.1,115.23398423194885,42,21000,21000,42000,42000,3.5666666666666664,54.5,125.0,16600.5,199.5,125.0,16600.5,199.5,1.5187499523162842,0.0003000000142492354,-0.033634666,-0.045507852,0.0002744239,0.4878815,0.0076370477,1.1882355,0.0,1.5187499523162842,0.0003000000142492354,-0.05454034,-0.07236935,0.00034103534,0.74022174,0.01151472,1.3056686,0.0
1.0,43000,43,0.0,218,0.175,1733939671,,,False,b0ad8_00000,2024-12-11_17-54-31,2.5076749324798584,117.74165916442871,35532,LAPTOP-B1AMSLFS,127.0.0.1,117.74165916442871,43,21500,21500,43000,43000,4.9,54.5,125.0,17000.5,199.5,125.0,17000.5,199.5,1.5187499523162842,0.0003000000142492354,-0.03564834,-0.05019181,0.000713806,0.85621244,0.0091059515,1.1787047,0.0,1.5187499523162842,0.0003000000142492354,-0.05013941,-0.06830164,0.0017652389,0.69467574,0.010796372,1.2335954,0.0
1.0,44000,44,0.0,223,0.195,1733939674,,,False,b0ad8_00000,2024-12-11_17-54-34,2.4676547050476074,120.20931386947632,35532,LAPTOP-B1AMSLFS,127.0.0.1,120.20931386947632,44,22000,22000,44000,44000,4.666666666666667,54.5,125.0,17400.5,199.5,125.0,17400.5,199.5,1.5187499523162842,0.0003000000142492354,-0.052700404,-0.069700286,0.0008367263,0.91734433,0.010642408,1.1952243,0.0,1.5187499523162842,0.0003000000142492354,-0.046776228,-0.06702916,0.002377427,0.9166353,0.011769878,1.2431476,0.0
